,raw_text,clean,label
4055,"Talks about a possible free-trade agreement between Canada and China face “new obstacles”, said China’s ambassador…",talk possibl free trade agreement canada china face new obstacl said china ambassador,1
4056,The story behind the 20th door of our Daily chart advent calendar is about migration from Venezuela,stori behind th door daili chart advent calendar migrat venezuela,1
4057,2019 will be the year that China lands an unmanned probe to the far side of the moon,year china land unman probe far side moon,1
4058,"In September, one of our most popular Technology Quarterly stories of the past year reported on how altcoins are sp…",septemb one popular technolog quarter stori past year report altcoin sp,1
4059,"Until the cost of batteries falls low enough, America's solar industry may struggle to expand",cost batteri fall low enough america solar industri may struggl expand,1
4060,"Viktor Orban looks secure, despite the protests",viktor orban look secur despit protest,1
4061,Donald Trump plans to pull American troops out of Syria,donald trump plan pull american troop syria,1
4062,"Maple Valley, as some now call Toronto, is attracting disaffected tech workers from America",mapl valley call toronto attract disaffect tech worker america,1
4063,The young will suffer from AMLO’s plans to weaken accountability for teachers,young suffer amlo plan weaken account teacher,1
4064,"Though British labour productivity no longer looks as bad as it did, its growth has been poor",though british labour product longer look bad growth poor,1
4065,Britain led the world in government outsourcing. Now the corporate giants that do the work have been beset by mount…,britain led world govern outsourc corpor giant work beset mount,1
4066,One of our most popular stories from the past year reported that just 3% of the world’s commercial pilots are femal…,one popular stori past year report world commerci pilot femal,1
4067,Tunisia’s Truth and Dignity Commission is due to report on the crimes of the ancien régime by the end of this year,tunisia truth digniti commiss due report crime ancien r gime end year,1
4068,One of our most popular Gulliver articles over the past year reported on how fin-tech firms are disrupting currency…,one popular gulliv articl past year report fin tech firm disrupt currenc,1
4069,In 2012-17 the number of male domestic-abuse victims recorded by the police more than doubled,number male domest abus victim record polic doubl,1
4070,Angela Merkel and Emmanuel Macron think letting European companies merge would help them challenge America's firms.…,angela merkel emmanuel macron think let european compani merg would help challeng america firm,1
4071,AI is likely to have a bigger impact than anything since the advent of computers. One of our most popular stories f…,ai like bigger impact anyth sinc advent comput one popular stori f,1
4072,Kansas Democrats generally rely on urban and suburban types. Laura Kelly's gubernatorial race suggests they can be…,kansa democrat general reli urban suburban type laura kelli gubernatori race suggest,1
4073,Ethan Deviney is one of just ten people known to have been born without a cerebellum,ethan deviney one ten peopl known born without cerebellum,1
4074,"One historian wrote of reporters who felt obliged to cover McCarthy, while frustrated that they had no effective me…",one historian wrote report felt oblig cover mccarthi frustrat effect,1
4075,"From groundbreaking moon missions to fresh growth in the legal-cannabis market, this is what will rise in 2019",groundbreak moon mission fresh growth legal cannabi market rise,1
4076,Lagos is styling itself as Africa’s cultural capital,lago style africa cultur capit,1
4077,"Until 2008 the British crown dependency of Sark was governed by a feudal constitution, little changed since 1565",british crown depend sark govern feudal constitut littl chang sinc,1
4078,"Refill-friction-stir spot welding softens metal to a gooey consistency, before stirring it together to create a str…",refil friction stir spot weld soften metal gooey consist stir togeth creat str,1
4079,In March Finland was named the happiest country in the world. We explained why in one of our most popular stories f…,march finland name happiest countri world explain one popular stori f,1
4080,"China's peace offering in the trade war is starting to come together, and early signs are that Donald Trump likes w…",china peac offer trade war start come togeth earli sign donald trump like w,1
4081,Italy and the European Commission reach a Christmas budget truce,itali european commiss reach christma budget truce,1
4082,"According to one think-tank, the First Step Act would result in the release of 5,000 prisoners and shorten sentence…",accord one think tank first step act would result releas prison shorten sentenc,1
4083,Donald Trump’s team apparently wants to take water law back to the 1980s,donald trump team appar want take water law back,1
4084,China must change its boorish behaviour in American military exercises,china must chang boorish behaviour american militari exercis,1
